item_id,name,time,sell,buy,lowest_sell,highest_buy
11503000025,Coreli C-Type Small Armor Repairer,2021-06-22T04:00:00+00:00,4910000.0,2070000.0,3799998.0,2750000.0
11503100001,Civilian Medium Armor Repairer,2021-06-22T04:00:00+00:00,12000.0,5.0,12000.0,
11503100006,MK5 Medium Armor Repairer,2021-06-22T04:00:00+00:00,68600.0,15100.0,29000.0,29649.0
11503100008,MK7 Medium Armor Repairer,2021-06-22T04:00:00+00:00,79800.0,21500.0,54000.0,78659.0
11503100010,MK9 Medium Armor Repairer,2021-06-22T04:00:00+00:00,120000.0,54500.0,90000.0,80402.0
11503100012,'Gorget' Medium Armor Repairer ,2021-06-22T04:00:00+00:00,634000.0,37900.0,146000.0,151617.0
11503100013,Imperial Navy Medium Armor Repairer,2021-06-22T04:00:00+00:00,219000.0,9950.0,144500.0,162275.0
11503100014,Federation Navy Medium Armor Repairer,2021-06-22T04:00:00+00:00,189000.0,3110.0,70000.0,156338.0
11503100017,Dark Blood Medium Armor Repairer,2021-06-09T05:00:00+00:00,,1630000.0,,1631581.0
11503100018,Shadow Serpentis Medium Armor Repairer,2021-04-11T01:00:00+00:00,,1630000.0,,1631581.0
11503100021,'Knight' Medium Armor Repairer ,2021-06-22T04:00:00+00:00,3700000.0,1740000.0,2999622.0,3361784.0
11503100024,Corpum C-Type Medium Armor Repairer,2021-06-22T04:00:00+00:00,5440000.0,3800000.0,5200000.0,4860754.0
11503100025,Corelum C-Type Medium Armor Repairer,2021-06-22T04:00:00+00:00,5270000.0,4250000.0,4700000.0,5154824.0
11503200010,MK9 Large Armor Repairer,2021-06-22T04:00:00+00:00,619000.0,224000.0,420000.0,402723.0
11503200012,'Gorget' Large Armor Repairer ,2021-06-22T04:00:00+00:00,1330000.0,481000.0,655555.0,717758.0
11503200013,Imperial Navy Large Armor Repairer,2021-06-22T04:00:00+00:00,2630000.0,1370000.0,1799999.0,2161193.0
11503200014,Federation Navy Large Armor Repairer,2021-06-22T04:00:00+00:00,3060000.0,2050000.0,1999999.0,2849016.0
11503200021,'Chivalry' Large Armor Repairer,2021-06-22T04:00:00+00:00,21100000.0,8220000.0,19700000.0,19524659.0
11503200024,Corpus C-Type Large Armor Repairer,2021-06-22T04:00:00+00:00,84800000.0,32100000.0,70000000.0,55000000.0
11503200025,Core C-Type Large Armor Repairer,2021-06-22T04:00:00+00:00,97300000.0,56300000.0,84000000.0,73542568.0
11506000002,MK1 Heat Sink,2021-06-22T04:00:00+00:00,38600.0,2500.0,10000.0,2502.0
11506000004,MK3 Heat Sink,2021-06-22T04:00:00+00:00,42000.0,1010.0,4999.0,3000.0
